id,name,engine_species,types,ability1,ability2,hidden_ability,egg_group1,egg_group2,gender_ratio,egg_cycles,growth_rate,catch_rate,exp_yield,egg_move_learnset,source_abilities
169,Trinca-Ferro,SPECIES_FERALIGATR,flying/steel,ABILITY_KEEN_EYE,ABILITY_BATTLE_ARMOR,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna169EggMoveLearnset,Vista Aguçada / Vento Veloz
170,Curió,SPECIES_SENTRET,flying/normal,ABILITY_KEEN_EYE,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna170EggMoveLearnset,Vista Aguçada / Vento Veloz
171,Sanhaço,SPECIES_FURRET,flying/fairy,ABILITY_KEEN_EYE,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna171EggMoveLearnset,Vista Aguçada / Vento Veloz
172,Papa-Formiga,SPECIES_HOOTHOOT,flying/bug,ABILITY_KEEN_EYE,ABILITY_COMPOUND_EYES,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_BUG,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna172EggMoveLearnset,Vista Aguçada / Vento Veloz
173,Choca,SPECIES_NOCTOWL,flying/normal,ABILITY_KEEN_EYE,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna173EggMoveLearnset,Vista Aguçada / Vento Veloz
174,Bacurau,SPECIES_LEDYBA,flying/dark,ABILITY_KEEN_EYE,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna174EggMoveLearnset,Vista Aguçada / Vento Veloz
175,João-de-Barro,SPECIES_LEDIAN,flying/ground,ABILITY_KEEN_EYE,ABILITY_ARENA_TRAP,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna175EggMoveLearnset,Vista Aguçada / Vento Veloz
176,Sementim,SPECIES_SPINARAK,grass,ABILITY_OVERGROW,ABILITY_CHLOROPHYLL,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,94,sArauna176EggMoveLearnset,Espessura / Colheita
177,Muda,SPECIES_ARIADOS,grass,ABILITY_OVERGROW,ABILITY_CHLOROPHYLL,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,134,sArauna177EggMoveLearnset,Espessura / Colheita
178,Jequitibá,SPECIES_CROBAT,grass/rock,ABILITY_OVERGROW,ABILITY_ROCK_HEAD,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,185,sArauna178EggMoveLearnset,Espessura / Colheita
179,Bromelinha,SPECIES_CHINCHOU,grass/water,ABILITY_OVERGROW,ABILITY_SWIFT_SWIM,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna179EggMoveLearnset,Espessura / Colheita
180,Orquidina,SPECIES_LANTURN,grass/fairy,ABILITY_OVERGROW,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna180EggMoveLearnset,Espessura / Colheita
181,Vitóriarégia,SPECIES_PICHU,grass/water,ABILITY_OVERGROW,ABILITY_SWIFT_SWIM,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna181EggMoveLearnset,Espessura / Colheita
182,Ipê,SPECIES_CLEFFA,grass/fairy,ABILITY_OVERGROW,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna182EggMoveLearnset,Espessura / Colheita
183,Cipó,SPECIES_IGGLYBUFF,grass/poison,ABILITY_OVERGROW,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna183EggMoveLearnset,Espessura / Colheita
184,Palmito,SPECIES_TOGEPI,grass/fighting,ABILITY_OVERGROW,ABILITY_INNER_FOCUS,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna184EggMoveLearnset,Espessura / Colheita
185,Babaçu,SPECIES_TOGETIC,grass/ground,ABILITY_OVERGROW,ABILITY_ARENA_TRAP,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna185EggMoveLearnset,Espessura / Colheita
186,Buriti,SPECIES_NATU,grass/water,ABILITY_OVERGROW,ABILITY_SWIFT_SWIM,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna186EggMoveLearnset,Espessura / Colheita
187,Cajuzim,SPECIES_XATU,grass,ABILITY_OVERGROW,ABILITY_CHLOROPHYLL,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,94,sArauna187EggMoveLearnset,Espessura / Colheita
188,Cajueiro,SPECIES_MAREEP,grass/fire,ABILITY_OVERGROW,ABILITY_FLASH_FIRE,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,184,sArauna188EggMoveLearnset,Espessura / Colheita
189,Açaí,SPECIES_FLAAFFY,grass/dark,ABILITY_OVERGROW,ABILITY_PRANKSTER,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna189EggMoveLearnset,Espessura / Colheita
190,Cacauim,SPECIES_AMPHAROS,grass,ABILITY_OVERGROW,ABILITY_CHLOROPHYLL,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,94,sArauna190EggMoveLearnset,Espessura / Colheita
191,Cacaueiro,SPECIES_BELLOSSOM,grass/normal,ABILITY_OVERGROW,ABILITY_PICKUP,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,184,sArauna191EggMoveLearnset,Espessura / Colheita
192,Guaraná,SPECIES_MARILL,grass/electric,ABILITY_OVERGROW,ABILITY_LIGHTNING_ROD,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna192EggMoveLearnset,Espessura / Colheita
193,Mate,SPECIES_AZUMARILL,grass/water,ABILITY_OVERGROW,ABILITY_SWIFT_SWIM,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna193EggMoveLearnset,Espessura / Colheita
194,Milho,SPECIES_SUDOWOODO,grass/normal,ABILITY_OVERGROW,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna194EggMoveLearnset,Espessura / Colheita
195,Mandioca,SPECIES_POLITOED,grass/ground,ABILITY_OVERGROW,ABILITY_ARENA_TRAP,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna195EggMoveLearnset,Espessura / Colheita
196,Pedrinha,SPECIES_HOPPIP,rock,ABILITY_STURDY,ABILITY_ROCK_HEAD,ABILITY_QUICK_FEET,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,95,sArauna196EggMoveLearnset,Corpo Rochoso / Poeira
197,Rochão,SPECIES_SKIPLOOM,rock,ABILITY_STURDY,ABILITY_ROCK_HEAD,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,185,sArauna197EggMoveLearnset,Corpo Rochoso / Poeira
198,Cristalim,SPECIES_JUMPLUFF,rock/fairy,ABILITY_STURDY,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,94,sArauna198EggMoveLearnset,Corpo Rochoso / Poeira
199,Ametista,SPECIES_AIPOM,rock/psychic,ABILITY_STURDY,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,184,sArauna199EggMoveLearnset,Corpo Rochoso / Poeira
200,Ouríço,SPECIES_SUNKERN,steel/electric,ABILITY_CLEAR_BODY,ABILITY_LIGHTNING_ROD,ABILITY_QUICK_FEET,EGG_GROUP_MINERAL,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna200EggMoveLearnset,Corpo Metálico / Ponto Fraco
201,Ferrolho,SPECIES_SUNFLORA,steel/ground,ABILITY_CLEAR_BODY,ABILITY_ARENA_TRAP,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna201EggMoveLearnset,Corpo Metálico / Ponto Fraco
202,Diamantina,SPECIES_YANMA,rock/fairy,ABILITY_STURDY,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna202EggMoveLearnset,Corpo Rochoso / Poeira
203,Bauxito,SPECIES_WOOPER,steel/ground,ABILITY_CLEAR_BODY,ABILITY_ARENA_TRAP,ABILITY_QUICK_FEET,EGG_GROUP_MINERAL,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna203EggMoveLearnset,Corpo Metálico / Ponto Fraco
204,Manganim,SPECIES_QUAGSIRE,steel/dark,ABILITY_CLEAR_BODY,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna204EggMoveLearnset,Corpo Metálico / Ponto Fraco
205,Salitre,SPECIES_ESPEON,rock/water,ABILITY_STURDY,ABILITY_SWIFT_SWIM,ABILITY_QUICK_FEET,EGG_GROUP_MINERAL,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna205EggMoveLearnset,Corpo Rochoso / Poeira
206,Enxofrino,SPECIES_UMBREON,fire/poison,ABILITY_BLAZE,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna206EggMoveLearnset,Chama / Corpo Flamejante
207,Argilim,SPECIES_MURKROW,ground,ABILITY_SAND_VEIL,ABILITY_ARENA_TRAP,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,95,sArauna207EggMoveLearnset,Escavador / Nuvem de Areia
208,Boneco,SPECIES_SLOWKING,ground/psychic,ABILITY_SAND_VEIL,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,185,sArauna208EggMoveLearnset,Escavador / Nuvem de Areia
209,Estalactite,SPECIES_MISDREAVUS,rock/water,ABILITY_STURDY,ABILITY_SWIFT_SWIM,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna209EggMoveLearnset,Corpo Rochoso / Poeira
210,Estalagmite,SPECIES_UNOWN,rock/ground,ABILITY_STURDY,ABILITY_ARENA_TRAP,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna210EggMoveLearnset,Corpo Rochoso / Poeira
211,Fóssil,SPECIES_WOBBUFFET,rock/dragon,ABILITY_STURDY,ABILITY_SHED_SKIN,ABILITY_QUICK_FEET,EGG_GROUP_MINERAL,EGG_GROUP_DRAGON,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna211EggMoveLearnset,Corpo Rochoso / Poeira
212,Meteorito,SPECIES_GIRAFARIG,rock/psychic,ABILITY_STURDY,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna212EggMoveLearnset,Corpo Rochoso / Poeira
213,Vulcanite,SPECIES_PINECO,fire/rock,ABILITY_BLAZE,ABILITY_ROCK_HEAD,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna213EggMoveLearnset,Chama / Corpo Flamejante
214,Marmim,SPECIES_FORRETRESS,rock/fairy,ABILITY_STURDY,ABILITY_MAGIC_GUARD,ABILITY_QUICK_FEET,EGG_GROUP_MINERAL,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna214EggMoveLearnset,Corpo Rochoso / Poeira
215,Granito,SPECIES_DUNSPARCE,rock/fighting,ABILITY_STURDY,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna215EggMoveLearnset,Corpo Rochoso / Poeira
216,Caranguim,SPECIES_GLIGAR,water,ABILITY_TORRENT,ABILITY_SWIFT_SWIM,ABILITY_QUICK_FEET,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,95,sArauna216EggMoveLearnset,Torrente / Corpo Molhado
217,Guaiamum,SPECIES_STEELIX,water/ground,ABILITY_TORRENT,ABILITY_ARENA_TRAP,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_3,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,185,sArauna217EggMoveLearnset,Torrente / Corpo Molhado
218,Siri,SPECIES_SNUBBULL,water/fighting,ABILITY_TORRENT,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna218EggMoveLearnset,Torrente / Corpo Molhado
219,Camarão,SPECIES_GRANBULL,water,ABILITY_TORRENT,ABILITY_SWIFT_SWIM,ABILITY_QUICK_FEET,EGG_GROUP_WATER_3,EGG_GROUP_WATER_3,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna219EggMoveLearnset,Torrente / Corpo Molhado
220,Polvim,SPECIES_QWILFISH,water/psychic,ABILITY_TORRENT,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,94,sArauna220EggMoveLearnset,Torrente / Corpo Molhado
221,Polvão,SPECIES_SCIZOR,water/psychic,ABILITY_TORRENT,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,184,sArauna221EggMoveLearnset,Torrente / Corpo Molhado
222,Águaviva,SPECIES_SHUCKLE,water/poison,ABILITY_TORRENT,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_WATER_1,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,149,sArauna222EggMoveLearnset,Torrente / Corpo Molhado
223,Cavalim-Marinho,SPECIES_HERACROSS,water/fairy,ABILITY_TORRENT,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna223EggMoveLearnset,Torrente / Corpo Molhado
224,Tartaruguim,SPECIES_SNEASEL,water,ABILITY_TORRENT,ABILITY_SWIFT_SWIM,ABILITY_QUICK_FEET,EGG_GROUP_WATER_1,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,95,sArauna224EggMoveLearnset,Torrente / Corpo Molhado
225,Tartaruga,SPECIES_TEDDIURSA,water/rock,ABILITY_TORRENT,ABILITY_ROCK_HEAD,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,185,sArauna225EggMoveLearnset,Torrente / Corpo Molhado
226,Golfinho,SPECIES_URSARING,water/psychic,ABILITY_TORRENT,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,148,sArauna226EggMoveLearnset,Torrente / Corpo Molhado
227,Baleia,SPECIES_SLUGMA,water/normal,ABILITY_TORRENT,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_WATER_1,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna227EggMoveLearnset,Torrente / Corpo Molhado
228,Tubarim,SPECIES_MAGCARGO,water/dark,ABILITY_TORRENT,ABILITY_PRANKSTER,ABILITY_QUICK_FEET,EGG_GROUP_WATER_2,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,96,sArauna228EggMoveLearnset,Torrente / Corpo Molhado
229,Tubarão,SPECIES_SWINUB,water/dark,ABILITY_TORRENT,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,184,sArauna229EggMoveLearnset,Torrente / Corpo Molhado
230,Arraia,SPECIES_PILOSWINE,water/electric,ABILITY_TORRENT,ABILITY_LIGHTNING_ROD,ABILITY_QUICK_FEET,EGG_GROUP_WATER_2,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,149,sArauna230EggMoveLearnset,Torrente / Corpo Molhado
231,Peixe-Espada,SPECIES_CORSOLA,water/steel,ABILITY_TORRENT,ABILITY_BATTLE_ARMOR,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna231EggMoveLearnset,Torrente / Corpo Molhado
232,Pargo,SPECIES_REMORAID,water/fire,ABILITY_TORRENT,ABILITY_FLASH_FIRE,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna232EggMoveLearnset,Torrente / Corpo Molhado
233,Pescadão,SPECIES_OCTILLERY,water/dark,ABILITY_TORRENT,ABILITY_PRANKSTER,ABILITY_QUICK_FEET,EGG_GROUP_WATER_2,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna233EggMoveLearnset,Torrente / Corpo Molhado
234,Loirinha,SPECIES_DELIBIRD,ghost/fairy,ABILITY_LEVITATE,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_AMORPHOUS,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna234EggMoveLearnset,Levitação / Alma Antiga
235,Cuca,SPECIES_MANTINE,dark/psychic,ABILITY_INTIMIDATE,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna235EggMoveLearnset,Intimidação / Cara de Mau
236,Bicho-Papão,SPECIES_SKARMORY,dark/ghost,ABILITY_INTIMIDATE,ABILITY_CURSED_BODY,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna236EggMoveLearnset,Intimidação / Cara de Mau
237,Lobisomem,SPECIES_HOUNDOUR,dark/normal,ABILITY_INTIMIDATE,ABILITY_PICKUP,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna237EggMoveLearnset,Intimidação / Cara de Mau
238,Corpo-Seco,SPECIES_HOUNDOOM,ghost/dark,ABILITY_LEVITATE,ABILITY_PRANKSTER,ABILITY_QUICK_FEET,EGG_GROUP_AMORPHOUS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna238EggMoveLearnset,Levitação / Alma Antiga
239,Mão-Peluda,SPECIES_KINGDRA,ghost/fighting,ABILITY_LEVITATE,ABILITY_INNER_FOCUS,ABILITY_QUICK_FEET,EGG_GROUP_AMORPHOUS,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna239EggMoveLearnset,Levitação / Alma Antiga
240,Perna-Cabeluda,SPECIES_PHANPY,ghost/normal,ABILITY_LEVITATE,ABILITY_PICKUP,ABILITY_SHEER_FORCE,EGG_GROUP_AMORPHOUS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna240EggMoveLearnset,Levitação / Alma Antiga
241,Comadre,SPECIES_DONPHAN,ghost/fairy,ABILITY_LEVITATE,ABILITY_MAGIC_GUARD,ABILITY_QUICK_FEET,EGG_GROUP_AMORPHOUS,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna241EggMoveLearnset,Levitação / Alma Antiga
242,Anhangá,SPECIES_PORYGON2,ghost/grass,ABILITY_LEVITATE,ABILITY_CHLOROPHYLL,ABILITY_SHEER_FORCE,EGG_GROUP_AMORPHOUS,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna242EggMoveLearnset,Levitação / Alma Antiga
243,Jurupari,SPECIES_STANTLER,dark/fairy,ABILITY_INTIMIDATE,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna243EggMoveLearnset,Intimidação / Cara de Mau
244,Tupã,SPECIES_SMEARGLE,electric/dragon,ABILITY_STATIC,ABILITY_SHED_SKIN,ABILITY_COMPETITIVE,EGG_GROUP_FIELD,EGG_GROUP_DRAGON,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna244EggMoveLearnset,Estática / Motor Elétrico
245,Jaci,SPECIES_TYROGUE,fairy/psychic,ABILITY_CUTE_CHARM,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_FAIRY,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna245EggMoveLearnset,Encanto / Véu Mágico
246,Guaraci,SPECIES_HITMONTOP,fire/fairy,ABILITY_BLAZE,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna246EggMoveLearnset,Chama / Corpo Flamejante
247,Rudá,SPECIES_SMOOCHUM,fairy/psychic,ABILITY_CUTE_CHARM,ABILITY_TELEPATHY,ABILITY_QUICK_FEET,EGG_GROUP_FAIRY,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna247EggMoveLearnset,Encanto / Véu Mágico
248,Aluá,SPECIES_ELEKID,water/poison,ABILITY_TORRENT,ABILITY_LIQUID_OOZE,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna248EggMoveLearnset,Torrente / Corpo Molhado
249,Jenipapo,SPECIES_MAGBY,dark/grass,ABILITY_INTIMIDATE,ABILITY_CHLOROPHYLL,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna249EggMoveLearnset,Intimidação / Cara de Mau
250,Urucum,SPECIES_MILTANK,fire/grass,ABILITY_BLAZE,ABILITY_CHLOROPHYLL,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna250EggMoveLearnset,Chama / Corpo Flamejante
251,Caipora,SPECIES_BLISSEY,grass/fighting,ABILITY_OVERGROW,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,184,sArauna251EggMoveLearnset,Espessura / Colheita
